,age,capital-gain,capital-loss,education-num,education_type,employment_type,fnlwgt,hours-per-week,marital-status,native-country,race,relationship,sex
3375,37.0,0.0,0.0,11.0,0.0,1.0,472517.0,4.0,1.0,1.0,0.0,3.0,0.0
3376,46.0,0.0,0.0,11.0,1.0,0.0,60751.0,40.0,0.0,1.0,0.0,2.0,1.0
3379,23.0,0.0,0.0,10.0,0.0,1.0,32732.0,40.0,1.0,1.0,0.0,3.0,1.0
3380,34.0,0.0,0.0,9.0,1.0,2.0,174789.0,60.0,0.0,1.0,0.0,2.0,1.0
3381,39.0,0.0,0.0,10.0,2.0,1.0,301628.0,40.0,0.0,1.0,0.0,1.0,0.0
3382,29.0,0.0,0.0,9.0,0.0,1.0,27436.0,35.0,1.0,1.0,0.0,3.0,0.0
3383,24.0,0.0,0.0,9.0,0.0,1.0,93977.0,40.0,0.0,1.0,0.0,2.0,1.0
3384,54.0,0.0,0.0,9.0,0.0,1.0,139127.0,40.0,1.0,1.0,0.0,3.0,0.0
3385,28.0,0.0,0.0,10.0,1.0,1.0,258231.0,40.0,1.0,1.0,0.0,3.0,0.0
3386,25.0,0.0,0.0,7.0,0.0,2.0,136309.0,40.0,1.0,1.0,0.0,4.0,1.0
3387,50.0,0.0,0.0,10.0,-9.223372036854776e+18,1.0,266433.0,40.0,1.0,1.0,0.0,3.0,0.0
3392,46.0,0.0,0.0,13.0,2.0,1.0,101320.0,42.0,1.0,1.0,0.0,0.0,0.0
3395,57.0,0.0,0.0,9.0,0.0,0.0,139095.0,40.0,1.0,1.0,0.0,0.0,0.0
3397,36.0,0.0,1.0,9.0,0.0,1.0,176249.0,40.0,1.0,1.0,0.0,3.0,1.0
3398,29.0,0.0,0.0,10.0,2.0,1.0,187746.0,40.0,1.0,1.0,0.0,4.0,0.0
3399,32.0,0.0,0.0,9.0,0.0,1.0,49593.0,40.0,1.0,1.0,3.0,3.0,0.0
3400,24.0,0.0,0.0,9.0,0.0,2.0,240160.0,35.0,1.0,1.0,0.0,3.0,1.0
3402,23.0,0.0,0.0,10.0,-9.223372036854776e+18,1.0,65225.0,15.0,1.0,1.0,0.0,4.0,0.0
3403,36.0,0.0,0.0,9.0,1.0,1.0,225330.0,40.0,1.0,1.0,0.0,0.0,0.0
3404,31.0,0.0,0.0,13.0,0.0,1.0,101562.0,50.0,1.0,1.0,0.0,3.0,0.0
3405,52.0,1.0,0.0,10.0,0.0,2.0,27539.0,72.0,0.0,1.0,0.0,2.0,1.0
3406,60.0,0.0,0.0,6.0,0.0,0.0,227311.0,40.0,1.0,1.0,0.0,0.0,0.0
3408,31.0,0.0,0.0,9.0,0.0,1.0,256609.0,40.0,1.0,0.0,0.0,3.0,1.0
3409,35.0,0.0,0.0,9.0,1.0,0.0,123939.0,40.0,1.0,1.0,0.0,3.0,0.0
3410,24.0,1.0,0.0,13.0,0.0,0.0,203182.0,40.0,1.0,1.0,0.0,3.0,0.0
3411,38.0,0.0,0.0,10.0,0.0,1.0,111128.0,40.0,1.0,1.0,0.0,4.0,1.0
3412,42.0,0.0,0.0,9.0,0.0,1.0,112451.0,40.0,1.0,1.0,1.0,3.0,1.0
3414,24.0,0.0,0.0,9.0,0.0,1.0,332155.0,20.0,1.0,1.0,0.0,5.0,1.0
3415,42.0,0.0,0.0,13.0,0.0,0.0,178983.0,37.0,1.0,1.0,0.0,0.0,0.0
3416,54.0,0.0,0.0,3.0,0.0,1.0,199392.0,40.0,1.0,0.0,0.0,5.0,0.0
3417,19.0,0.0,0.0,9.0,0.0,1.0,311015.0,40.0,1.0,1.0,0.0,3.0,1.0
3418,20.0,0.0,0.0,10.0,2.0,1.0,126038.0,20.0,1.0,1.0,0.0,4.0,0.0
3419,21.0,0.0,0.0,11.0,0.0,1.0,402124.0,40.0,1.0,1.0,0.0,3.0,1.0
3420,30.0,0.0,0.0,9.0,0.0,1.0,198660.0,40.0,0.0,1.0,0.0,2.0,1.0
3423,22.0,0.0,0.0,10.0,2.0,2.0,249046.0,35.0,1.0,1.0,0.0,4.0,1.0
3425,32.0,0.0,0.0,10.0,0.0,1.0,154785.0,40.0,1.0,0.0,2.0,0.0,0.0
3426,28.0,0.0,0.0,10.0,0.0,1.0,248404.0,60.0,1.0,1.0,0.0,3.0,1.0
3428,40.0,0.0,0.0,9.0,0.0,1.0,144778.0,50.0,0.0,1.0,0.0,2.0,1.0
3429,30.0,0.0,0.0,10.0,0.0,1.0,133250.0,50.0,0.0,1.0,0.0,2.0,1.0
3430,28.0,0.0,0.0,11.0,2.0,1.0,402771.0,23.0,1.0,1.0,0.0,3.0,0.0
3432,21.0,0.0,0.0,10.0,0.0,1.0,116234.0,44.0,1.0,1.0,0.0,3.0,1.0
3433,25.0,0.0,0.0,13.0,0.0,0.0,262818.0,35.0,1.0,0.0,0.0,4.0,1.0
3436,23.0,0.0,0.0,9.0,0.0,1.0,202373.0,20.0,1.0,1.0,3.0,4.0,1.0
3437,54.0,0.0,0.0,9.0,0.0,2.0,180522.0,70.0,0.0,1.0,0.0,2.0,1.0
3438,24.0,0.0,0.0,9.0,0.0,0.0,140647.0,36.0,1.0,1.0,3.0,4.0,1.0
3441,36.0,1.0,0.0,11.0,0.0,1.0,114055.0,40.0,1.0,1.0,0.0,0.0,0.0
3442,46.0,0.0,0.0,11.0,0.0,1.0,114222.0,40.0,1.0,1.0,0.0,3.0,1.0
3443,39.0,0.0,0.0,13.0,1.0,2.0,51089.0,30.0,0.0,1.0,0.0,2.0,1.0
3445,36.0,0.0,0.0,11.0,2.0,0.0,379672.0,60.0,1.0,1.0,0.0,0.0,0.0
3446,64.0,1.0,0.0,9.0,0.0,1.0,130727.0,37.0,1.0,1.0,0.0,3.0,0.0
3448,57.0,0.0,0.0,11.0,0.0,1.0,228764.0,40.0,1.0,1.0,3.0,3.0,1.0
3449,21.0,0.0,0.0,9.0,2.0,1.0,376393.0,25.0,1.0,1.0,0.0,4.0,0.0
3450,53.0,0.0,0.0,9.0,0.0,1.0,185283.0,45.0,0.0,1.0,0.0,2.0,1.0
3451,61.0,0.0,0.0,14.0,2.0,2.0,195789.0,30.0,0.0,1.0,0.0,2.0,1.0
3452,50.0,0.0,0.0,9.0,0.0,1.0,243115.0,40.0,1.0,1.0,0.0,5.0,0.0
3453,74.0,1.0,0.0,10.0,-9.223372036854776e+18,1.0,147558.0,30.0,1.0,1.0,0.0,3.0,0.0
3454,22.0,0.0,0.0,10.0,2.0,0.0,62865.0,8.0,1.0,1.0,0.0,3.0,0.0
3455,25.0,0.0,0.0,9.0,0.0,2.0,275197.0,40.0,1.0,1.0,0.0,4.0,1.0
3456,63.0,0.0,0.0,14.0,-9.223372036854776e+18,2.0,124015.0,40.0,1.0,1.0,0.0,3.0,1.0
3457,38.0,0.0,0.0,10.0,0.0,2.0,282951.0,40.0,1.0,1.0,0.0,3.0,1.0
3460,35.0,0.0,0.0,10.0,0.0,2.0,263081.0,84.0,1.0,1.0,3.0,3.0,1.0
3462,50.0,0.0,1.0,9.0,0.0,1.0,44942.0,48.0,0.0,1.0,0.0,2.0,1.0
3463,37.0,0.0,0.0,10.0,1.0,0.0,127879.0,40.0,1.0,1.0,3.0,4.0,0.0
3464,37.0,0.0,0.0,9.0,2.0,1.0,109633.0,40.0,1.0,1.0,0.0,3.0,0.0
3465,29.0,0.0,0.0,13.0,2.0,1.0,109404.0,50.0,1.0,1.0,0.0,3.0,1.0
3467,52.0,0.0,0.0,9.0,1.0,1.0,101113.0,66.0,0.0,1.0,0.0,2.0,1.0
3468,40.0,0.0,0.0,13.0,2.0,1.0,117523.0,40.0,1.0,0.0,0.0,3.0,0.0
3470,46.0,0.0,0.0,9.0,1.0,2.0,311231.0,40.0,0.0,1.0,0.0,2.0,1.0
3472,37.0,0.0,0.0,10.0,2.0,1.0,95551.0,45.0,1.0,1.0,0.0,3.0,0.0
3474,32.0,0.0,0.0,10.0,2.0,1.0,200246.0,40.0,0.0,1.0,0.0,2.0,1.0
3475,53.0,0.0,0.0,9.0,0.0,1.0,108435.0,40.0,0.0,0.0,0.0,2.0,1.0
3476,18.0,0.0,0.0,7.0,1.0,1.0,141332.0,8.0,1.0,1.0,3.0,4.0,1.0
3478,26.0,0.0,0.0,9.0,2.0,1.0,182380.0,40.0,1.0,1.0,0.0,3.0,1.0
3480,49.0,0.0,0.0,9.0,0.0,1.0,123807.0,40.0,1.0,1.0,3.0,0.0,0.0
3481,41.0,0.0,0.0,9.0,1.0,1.0,109539.0,40.0,1.0,1.0,0.0,3.0,0.0
3482,20.0,0.0,0.0,10.0,0.0,0.0,38455.0,10.0,1.0,1.0,0.0,3.0,1.0
3483,56.0,0.0,0.0,9.0,0.0,1.0,294209.0,48.0,1.0,1.0,0.0,3.0,0.0
3485,29.0,0.0,0.0,12.0,2.0,1.0,285294.0,40.0,1.0,1.0,3.0,0.0,0.0
3486,29.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,168221.0,40.0,0.0,1.0,0.0,2.0,1.0
3487,55.0,1.0,0.0,9.0,0.0,1.0,288907.0,40.0,1.0,1.0,0.0,3.0,1.0
3488,26.0,0.0,0.0,13.0,2.0,1.0,391349.0,45.0,1.0,1.0,0.0,3.0,0.0
3489,32.0,0.0,0.0,13.0,0.0,1.0,170276.0,46.0,1.0,1.0,0.0,3.0,0.0
3490,33.0,0.0,0.0,9.0,1.0,1.0,117963.0,55.0,1.0,1.0,0.0,5.0,1.0
3493,33.0,0.0,0.0,8.0,0.0,1.0,181091.0,16.0,0.0,1.0,0.0,2.0,1.0
3494,44.0,0.0,0.0,10.0,2.0,2.0,53956.0,57.0,0.0,1.0,0.0,2.0,1.0
3495,47.0,0.0,0.0,9.0,-9.223372036854776e+18,0.0,198223.0,40.0,0.0,1.0,0.0,2.0,1.0
3496,90.0,1.0,0.0,15.0,1.0,2.0,83601.0,60.0,1.0,1.0,0.0,3.0,1.0
3497,26.0,0.0,0.0,3.0,0.0,2.0,201579.0,14.0,1.0,0.0,0.0,0.0,1.0
3498,44.0,0.0,0.0,9.0,0.0,1.0,137367.0,40.0,0.0,0.0,2.0,2.0,1.0
3499,33.0,0.0,0.0,12.0,0.0,1.0,227325.0,60.0,1.0,0.0,0.0,3.0,1.0
3500,28.0,0.0,0.0,10.0,2.0,1.0,129814.0,50.0,1.0,1.0,0.0,0.0,1.0
3501,26.0,0.0,0.0,10.0,2.0,1.0,193050.0,18.0,1.0,1.0,0.0,0.0,0.0
3502,33.0,0.0,0.0,9.0,0.0,1.0,204557.0,40.0,0.0,1.0,0.0,2.0,1.0
3503,39.0,0.0,0.0,5.0,0.0,1.0,165743.0,40.0,0.0,1.0,0.0,2.0,1.0
3504,34.0,0.0,0.0,10.0,2.0,2.0,48935.0,30.0,0.0,1.0,0.0,1.0,0.0
3506,18.0,0.0,0.0,10.0,0.0,1.0,93985.0,30.0,1.0,1.0,0.0,4.0,1.0
3508,65.0,0.0,0.0,5.0,0.0,0.0,172646.0,40.0,0.0,1.0,0.0,2.0,1.0
3509,52.0,0.0,0.0,6.0,0.0,1.0,145409.0,48.0,0.0,1.0,0.0,2.0,1.0
3511,47.0,0.0,0.0,9.0,1.0,1.0,117849.0,40.0,0.0,1.0,0.0,2.0,1.0
3512,21.0,0.0,0.0,10.0,0.0,1.0,320425.0,30.0,1.0,1.0,0.0,4.0,1.0
3513,25.0,0.0,0.0,9.0,0.0,1.0,158734.0,45.0,1.0,1.0,0.0,3.0,0.0
3514,59.0,0.0,0.0,9.0,0.0,1.0,168416.0,36.0,1.0,0.0,0.0,3.0,0.0
3515,63.0,0.0,0.0,4.0,2.0,2.0,33487.0,70.0,0.0,1.0,0.0,2.0,1.0
3516,34.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,205072.0,50.0,1.0,1.0,0.0,3.0,1.0
3520,61.0,0.0,0.0,9.0,0.0,1.0,87032.0,40.0,1.0,1.0,0.0,3.0,0.0
3521,44.0,0.0,0.0,11.0,0.0,2.0,325159.0,40.0,0.0,1.0,0.0,2.0,1.0
3522,42.0,0.0,0.0,10.0,1.0,2.0,52131.0,40.0,1.0,1.0,0.0,3.0,1.0
3523,40.0,0.0,0.0,11.0,0.0,1.0,266439.0,15.0,0.0,1.0,0.0,2.0,1.0
3524,22.0,0.0,0.0,14.0,0.0,1.0,61850.0,21.0,1.0,1.0,0.0,5.0,0.0
3525,19.0,0.0,0.0,10.0,0.0,1.0,163015.0,20.0,1.0,1.0,0.0,4.0,0.0
3526,25.0,0.0,0.0,9.0,0.0,1.0,225135.0,40.0,1.0,1.0,0.0,0.0,0.0
3527,28.0,0.0,0.0,13.0,0.0,2.0,109001.0,60.0,1.0,1.0,0.0,4.0,1.0
3528,33.0,0.0,0.0,9.0,1.0,1.0,45796.0,40.0,0.0,1.0,0.0,2.0,1.0
3529,29.0,1.0,0.0,10.0,0.0,1.0,214987.0,40.0,1.0,1.0,0.0,3.0,1.0
3530,19.0,0.0,0.0,9.0,0.0,1.0,311974.0,40.0,1.0,0.0,0.0,4.0,1.0
3534,63.0,0.0,0.0,9.0,0.0,1.0,151364.0,25.0,0.0,1.0,0.0,1.0,0.0
3535,25.0,0.0,0.0,13.0,0.0,1.0,87487.0,50.0,1.0,1.0,0.0,4.0,0.0
3536,41.0,0.0,0.0,11.0,0.0,2.0,200479.0,65.0,0.0,1.0,0.0,2.0,1.0
3537,66.0,0.0,0.0,9.0,0.0,1.0,30740.0,15.0,1.0,1.0,0.0,3.0,0.0
3539,29.0,0.0,0.0,14.0,0.0,0.0,214385.0,35.0,1.0,1.0,3.0,3.0,0.0
3541,44.0,0.0,0.0,9.0,0.0,2.0,92162.0,40.0,1.0,1.0,0.0,3.0,1.0
3542,29.0,0.0,0.0,7.0,2.0,1.0,210945.0,40.0,1.0,1.0,3.0,0.0,0.0
3543,41.0,0.0,0.0,9.0,0.0,1.0,63105.0,42.0,1.0,1.0,0.0,3.0,1.0
3544,44.0,0.0,0.0,11.0,2.0,1.0,185602.0,40.0,1.0,1.0,0.0,0.0,0.0
3546,70.0,0.0,0.0,9.0,0.0,0.0,111712.0,22.0,0.0,1.0,0.0,2.0,1.0
3547,25.0,0.0,0.0,13.0,1.0,0.0,48317.0,30.0,1.0,1.0,0.0,3.0,1.0
3548,42.0,0.0,0.0,10.0,0.0,1.0,84661.0,30.0,1.0,1.0,0.0,4.0,1.0
3550,21.0,0.0,0.0,10.0,0.0,1.0,37514.0,30.0,1.0,1.0,0.0,4.0,1.0
3551,72.0,0.0,0.0,10.0,0.0,1.0,174993.0,35.0,1.0,1.0,0.0,3.0,0.0
3552,56.0,0.0,0.0,4.0,0.0,1.0,159472.0,40.0,0.0,1.0,0.0,2.0,1.0
3553,52.0,0.0,0.0,9.0,0.0,0.0,195635.0,40.0,1.0,1.0,0.0,4.0,1.0
3556,41.0,0.0,0.0,10.0,0.0,1.0,123306.0,40.0,0.0,1.0,0.0,2.0,1.0
3557,27.0,0.0,0.0,10.0,2.0,1.0,284250.0,40.0,0.0,1.0,3.0,4.0,0.0
3558,60.0,0.0,0.0,9.0,2.0,1.0,113443.0,45.0,1.0,1.0,0.0,3.0,0.0
3559,23.0,0.0,0.0,9.0,2.0,1.0,309178.0,40.0,0.0,1.0,0.0,2.0,1.0
3560,44.0,0.0,0.0,10.0,0.0,1.0,69236.0,40.0,1.0,0.0,2.0,3.0,1.0
3561,34.0,0.0,0.0,9.0,0.0,0.0,182926.0,40.0,0.0,1.0,0.0,2.0,1.0
3563,39.0,0.0,0.0,11.0,0.0,1.0,187693.0,45.0,0.0,1.0,0.0,2.0,1.0
3564,56.0,0.0,0.0,14.0,0.0,1.0,41100.0,40.0,1.0,1.0,0.0,3.0,0.0
3566,55.0,0.0,0.0,10.0,2.0,1.0,97197.0,50.0,1.0,1.0,0.0,3.0,0.0
3567,29.0,0.0,0.0,10.0,0.0,1.0,260645.0,40.0,1.0,1.0,0.0,4.0,0.0
3568,56.0,0.0,0.0,3.0,0.0,1.0,116878.0,40.0,0.0,0.0,0.0,2.0,1.0
3570,29.0,0.0,0.0,11.0,1.0,1.0,199411.0,40.0,0.0,1.0,0.0,2.0,1.0
3571,25.0,0.0,0.0,9.0,0.0,1.0,194813.0,50.0,0.0,1.0,0.0,2.0,1.0
3572,47.0,0.0,1.0,9.0,-9.223372036854776e+18,1.0,177087.0,50.0,1.0,1.0,0.0,3.0,0.0
3574,27.0,0.0,1.0,9.0,0.0,1.0,399123.0,40.0,1.0,1.0,3.0,5.0,1.0
3576,47.0,0.0,0.0,8.0,1.0,1.0,47270.0,40.0,1.0,1.0,3.0,0.0,0.0
3578,26.0,0.0,0.0,11.0,0.0,1.0,37898.0,65.0,1.0,1.0,0.0,3.0,1.0
3579,38.0,0.0,0.0,5.0,-9.223372036854776e+18,1.0,61343.0,40.0,0.0,1.0,0.0,2.0,1.0
3580,40.0,0.0,0.0,4.0,0.0,1.0,32533.0,30.0,0.0,1.0,0.0,2.0,1.0
3581,30.0,0.0,0.0,9.0,0.0,1.0,296897.0,40.0,1.0,1.0,3.0,0.0,0.0
3582,29.0,0.0,0.0,9.0,0.0,1.0,201101.0,50.0,0.0,1.0,0.0,2.0,1.0
3584,40.0,0.0,0.0,9.0,0.0,1.0,101593.0,40.0,1.0,1.0,0.0,3.0,1.0
3585,46.0,0.0,0.0,9.0,0.0,0.0,104908.0,40.0,1.0,1.0,3.0,0.0,0.0
3586,54.0,0.0,0.0,10.0,0.0,2.0,139023.0,40.0,0.0,1.0,0.0,2.0,1.0
3587,44.0,0.0,0.0,10.0,0.0,1.0,429832.0,40.0,0.0,1.0,0.0,2.0,1.0
3588,32.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,352542.0,40.0,1.0,1.0,0.0,0.0,0.0
3589,64.0,0.0,0.0,9.0,0.0,1.0,29559.0,38.0,1.0,1.0,0.0,3.0,0.0
3590,61.0,0.0,0.0,9.0,0.0,0.0,205711.0,30.0,0.0,1.0,0.0,2.0,1.0
3591,49.0,0.0,0.0,7.0,2.0,1.0,160706.0,40.0,1.0,0.0,0.0,3.0,1.0
3592,59.0,0.0,0.0,9.0,-9.223372036854776e+18,0.0,101626.0,45.0,0.0,1.0,0.0,2.0,1.0
3593,29.0,0.0,0.0,9.0,0.0,1.0,245226.0,40.0,1.0,1.0,3.0,0.0,1.0
3594,39.0,0.0,0.0,10.0,-9.223372036854776e+18,1.0,118286.0,40.0,0.0,1.0,3.0,2.0,1.0
3595,22.0,0.0,0.0,11.0,0.0,1.0,187703.0,40.0,1.0,0.0,0.0,5.0,1.0
3596,49.0,0.0,0.0,9.0,0.0,1.0,289707.0,60.0,1.0,1.0,0.0,0.0,1.0
3597,32.0,0.0,1.0,9.0,-9.223372036854776e+18,1.0,68330.0,40.0,0.0,1.0,0.0,2.0,1.0
3598,33.0,0.0,1.0,13.0,0.0,1.0,118786.0,40.0,1.0,1.0,0.0,3.0,1.0
3599,45.0,0.0,0.0,5.0,0.0,1.0,203785.0,40.0,0.0,1.0,0.0,2.0,1.0
3600,23.0,0.0,0.0,10.0,1.0,1.0,32732.0,25.0,0.0,1.0,0.0,2.0,1.0
3601,54.0,0.0,0.0,9.0,2.0,0.0,204567.0,40.0,1.0,1.0,0.0,0.0,0.0
3603,22.0,0.0,0.0,9.0,1.0,1.0,33272.0,25.0,1.0,1.0,0.0,3.0,1.0
3604,55.0,0.0,0.0,7.0,0.0,1.0,117477.0,40.0,1.0,0.0,3.0,0.0,0.0
3605,36.0,1.0,0.0,9.0,1.0,2.0,240191.0,90.0,0.0,0.0,2.0,2.0,1.0
3606,38.0,0.0,0.0,7.0,0.0,1.0,93287.0,40.0,0.0,1.0,0.0,2.0,1.0
3607,34.0,0.0,0.0,9.0,0.0,1.0,127651.0,45.0,0.0,1.0,0.0,2.0,1.0
3609,23.0,0.0,0.0,10.0,0.0,1.0,345734.0,40.0,1.0,1.0,0.0,4.0,1.0
3610,30.0,0.0,0.0,10.0,0.0,1.0,111567.0,40.0,0.0,1.0,0.0,2.0,1.0
3611,38.0,0.0,0.0,10.0,0.0,1.0,108293.0,45.0,0.0,1.0,0.0,1.0,0.0
3612,34.0,0.0,0.0,5.0,2.0,1.0,424988.0,40.0,0.0,0.0,0.0,2.0,1.0
3614,42.0,0.0,0.0,10.0,0.0,1.0,163322.0,38.0,1.0,1.0,0.0,0.0,0.0
3615,52.0,0.0,1.0,9.0,0.0,0.0,181132.0,40.0,0.0,1.0,0.0,2.0,1.0
3617,29.0,0.0,0.0,10.0,0.0,1.0,131913.0,40.0,1.0,1.0,3.0,5.0,0.0
3618,74.0,0.0,0.0,9.0,0.0,1.0,175945.0,28.0,1.0,1.0,0.0,3.0,0.0
3619,48.0,0.0,0.0,10.0,0.0,1.0,247053.0,40.0,0.0,1.0,0.0,2.0,1.0
3620,17.0,0.0,0.0,8.0,0.0,2.0,226203.0,45.0,1.0,1.0,0.0,4.0,1.0
3621,23.0,0.0,1.0,9.0,2.0,1.0,205865.0,60.0,0.0,1.0,0.0,2.0,1.0
3622,22.0,0.0,0.0,13.0,0.0,0.0,200109.0,15.0,1.0,1.0,0.0,4.0,0.0
3624,20.0,0.0,0.0,9.0,0.0,1.0,55465.0,40.0,1.0,1.0,0.0,4.0,1.0
3625,39.0,0.0,0.0,11.0,2.0,2.0,36989.0,70.0,0.0,1.0,0.0,2.0,1.0
3626,23.0,0.0,0.0,10.0,0.0,1.0,255685.0,25.0,1.0,1.0,3.0,3.0,1.0
3627,30.0,0.0,0.0,7.0,0.0,1.0,180765.0,32.0,1.0,1.0,0.0,0.0,0.0
3628,34.0,0.0,0.0,9.0,2.0,2.0,180607.0,45.0,1.0,1.0,0.0,0.0,0.0
3629,39.0,0.0,0.0,8.0,0.0,1.0,48063.0,32.0,0.0,1.0,0.0,2.0,1.0
3630,37.0,0.0,0.0,10.0,2.0,0.0,159491.0,40.0,0.0,1.0,0.0,1.0,0.0
3631,28.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,167789.0,60.0,1.0,1.0,0.0,3.0,0.0
3632,23.0,0.0,0.0,13.0,0.0,1.0,124971.0,40.0,1.0,1.0,0.0,3.0,1.0
3633,19.0,0.0,0.0,10.0,1.0,0.0,61710.0,12.0,1.0,1.0,0.0,4.0,0.0
3634,32.0,0.0,0.0,9.0,0.0,1.0,127895.0,40.0,1.0,1.0,3.0,4.0,0.0
3635,23.0,0.0,0.0,10.0,1.0,1.0,390348.0,44.0,1.0,0.0,0.0,4.0,1.0
3636,25.0,0.0,0.0,13.0,-9.223372036854776e+18,1.0,205337.0,50.0,0.0,1.0,0.0,2.0,1.0
3637,52.0,0.0,0.0,6.0,0.0,1.0,260954.0,40.0,1.0,1.0,3.0,0.0,0.0
3639,22.0,1.0,0.0,9.0,2.0,1.0,177526.0,30.0,1.0,1.0,0.0,4.0,1.0
3640,27.0,1.0,0.0,6.0,2.0,1.0,113882.0,40.0,0.0,1.0,0.0,2.0,1.0
3641,32.0,0.0,0.0,13.0,0.0,1.0,29144.0,35.0,1.0,1.0,0.0,3.0,1.0
3642,39.0,0.0,0.0,12.0,1.0,0.0,124685.0,50.0,0.0,1.0,2.0,2.0,1.0
3643,18.0,0.0,0.0,9.0,0.0,1.0,88440.0,36.0,0.0,1.0,0.0,1.0,0.0
3644,28.0,0.0,0.0,7.0,1.0,1.0,265074.0,40.0,1.0,1.0,0.0,3.0,1.0
3646,72.0,0.0,0.0,9.0,0.0,1.0,181494.0,25.0,1.0,1.0,0.0,0.0,0.0
3647,76.0,0.0,0.0,9.0,2.0,1.0,138403.0,20.0,0.0,1.0,0.0,2.0,1.0
3648,35.0,0.0,0.0,9.0,2.0,1.0,216473.0,40.0,1.0,1.0,0.0,0.0,1.0
3650,19.0,0.0,0.0,9.0,0.0,1.0,132717.0,15.0,0.0,1.0,0.0,4.0,0.0
3651,23.0,0.0,0.0,13.0,2.0,0.0,389792.0,30.0,1.0,1.0,0.0,4.0,1.0
3652,36.0,0.0,0.0,11.0,0.0,1.0,359001.0,40.0,1.0,1.0,0.0,3.0,1.0
3654,20.0,0.0,0.0,10.0,0.0,1.0,63633.0,25.0,1.0,1.0,0.0,0.0,0.0
3655,64.0,0.0,0.0,4.0,0.0,2.0,234192.0,80.0,0.0,1.0,0.0,2.0,1.0
3657,33.0,0.0,0.0,12.0,2.0,2.0,183778.0,40.0,1.0,1.0,0.0,3.0,1.0
3658,30.0,0.0,0.0,9.0,0.0,1.0,205916.0,40.0,1.0,1.0,3.0,5.0,1.0
3659,31.0,0.0,0.0,9.0,0.0,1.0,131633.0,40.0,0.0,1.0,0.0,2.0,1.0
3662,18.0,0.0,0.0,10.0,0.0,1.0,152171.0,25.0,1.0,1.0,0.0,3.0,1.0
3664,46.0,0.0,0.0,9.0,2.0,1.0,23074.0,40.0,1.0,0.0,0.0,3.0,0.0
3665,42.0,0.0,0.0,10.0,2.0,1.0,91585.0,40.0,1.0,1.0,0.0,0.0,0.0
3666,18.0,0.0,0.0,9.0,2.0,1.0,83451.0,25.0,1.0,1.0,0.0,3.0,0.0
3667,23.0,0.0,0.0,10.0,0.0,0.0,219122.0,40.0,1.0,1.0,0.0,4.0,1.0
3668,81.0,0.0,0.0,8.0,0.0,1.0,176500.0,30.0,1.0,1.0,0.0,3.0,0.0
3670,35.0,0.0,0.0,9.0,-9.223372036854776e+18,1.0,38468.0,21.0,1.0,1.0,0.0,0.0,0.0
3672,19.0,0.0,0.0,5.0,0.0,1.0,194608.0,40.0,1.0,1.0,0.0,4.0,0.0
3673,30.0,0.0,0.0,10.0,0.0,1.0,269723.0,45.0,1.0,1.0,0.0,3.0,0.0
3674,24.0,0.0,0.0,11.0,2.0,1.0,165054.0,45.0,1.0,1.0,0.0,3.0,1.0
3675,24.0,0.0,0.0,5.0,0.0,1.0,127537.0,35.0,1.0,1.0,0.0,3.0,0.0
3676,24.0,0.0,0.0,5.0,0.0,1.0,326931.0,40.0,1.0,0.0,4.0,0.0,1.0
3678,37.0,0.0,0.0,10.0,2.0,1.0,371576.0,40.0,1.0,1.0,3.0,3.0,1.0
3679,50.0,0.0,0.0,9.0,1.0,1.0,160400.0,40.0,1.0,1.0,0.0,3.0,0.0
3681,26.0,0.0,0.0,11.0,0.0,0.0,121789.0,40.0,1.0,1.0,0.0,0.0,0.0
3682,18.0,0.0,0.0,10.0,0.0,1.0,218183.0,25.0,1.0,1.0,0.0,4.0,0.0
3683,24.0,0.0,0.0,9.0,0.0,1.0,91189.0,40.0,0.0,1.0,0.0,2.0,1.0
3684,18.0,0.0,0.0,9.0,0.0,1.0,232190.0,20.0,1.0,1.0,0.0,4.0,1.0
3686,66.0,0.0,0.0,9.0,0.0,2.0,74263.0,86.0,1.0,1.0,0.0,3.0,1.0
3687,33.0,0.0,0.0,11.0,1.0,1.0,205950.0,40.0,0.0,1.0,0.0,2.0,1.0
3688,25.0,0.0,0.0,10.0,0.0,1.0,213383.0,40.0,1.0,1.0,0.0,4.0,1.0
3689,23.0,0.0,0.0,10.0,0.0,1.0,345577.0,26.0,1.0,1.0,0.0,3.0,0.0
3691,46.0,1.0,0.0,9.0,0.0,1.0,158825.0,40.0,1.0,1.0,0.0,3.0,0.0
3694,31.0,0.0,0.0,10.0,0.0,0.0,40909.0,40.0,0.0,1.0,3.0,2.0,1.0
3695,23.0,0.0,0.0,10.0,0.0,1.0,114939.0,30.0,1.0,1.0,0.0,4.0,0.0
3696,61.0,0.0,0.0,9.0,1.0,1.0,221534.0,40.0,1.0,1.0,0.0,4.0,0.0
3697,35.0,0.0,0.0,10.0,0.0,1.0,149455.0,40.0,1.0,1.0,3.0,4.0,0.0
3699,30.0,0.0,0.0,6.0,0.0,1.0,328734.0,40.0,1.0,1.0,0.0,0.0,0.0
